epoch,autocorr_step_0,autocorr_step_1,autocorr_step_2,autocorr_step_3,free_fid,clamped_fid
1,0.0,0.0005132640362717211,0.006721218582242727,0.10801779478788376,311.5432436027779,311.13021371853563
2,0.0033006807789206505,0.0016818888252601027,0.004399800673127174,0.07743147015571594,47.77332969308392,43.987458345284324
3,0.007269819732755423,0.0,0.009324603714048862,0.058366622775793076,47.54501210127739,35.5215053990774
4,0.02034122496843338,0.00110883847810328,0.02361278049647808,0.061331186443567276,35.777266400350584,30.477235843727357
5,0.006186530459672213,0.006851490121334791,0.0103127621114254,0.08190827816724777,33.252342486894094,24.533164039333997
6,0.028905609622597694,0.0073844799771904945,0.04401034861803055,0.06141875311732292,23.69827218385575,21.75807685081986
7,0.064597949385643,0.007985259406268597,0.06664595007896423,0.08610457181930542,28.610892931579684,24.550650266372855
8,0.13928833603858948,0.01744164526462555,0.06294142454862595,0.07004202157258987,23.89848238634829,22.158064365673766
9,0.12828417122364044,0.04668091982603073,0.07350125908851624,0.06772790104150772,25.6413426965905,22.294217577795962
10,0.10700161755084991,0.0863785371184349,0.06299764662981033,0.06348714232444763,29.449172886061234,21.280709353089122
11,0.15643329918384552,0.04832743480801582,0.06826131790876389,0.08596843481063843,28.643727424796367,20.925686397624133
12,0.17868533730506897,0.06578883528709412,0.037088826298713684,0.07767792046070099,26.51352341552098,26.59402264031388
13,0.1570935845375061,0.033764779567718506,0.033518169075250626,0.08188279718160629,26.666096418631923,23.615347346144574
14,0.1363658457994461,0.025619935244321823,0.024294909089803696,0.06881506741046906,23.41433318588895,22.21211816901183
15,0.19924812018871307,0.025353988632559776,0.01971895806491375,0.09290667623281479,25.944448601246535,22.347894091138528
16,0.12805107235908508,0.014838680624961853,0.021440371870994568,0.06335783004760742,24.007622963008146,23.250961817905306
17,0.06578520685434341,0.017130399122834206,0.02352265454828739,0.0722363144159317,33.54488378869945,23.610659737970053
18,0.10439838469028473,0.023265158757567406,0.013281934894621372,0.0819670557975769,23.115719773392584,20.633295117287275
19,0.051387183368206024,0.024999035522341728,0.007713207975029945,0.07370667159557343,29.29639638983579,23.2297004904257
20,0.029227983206510544,0.025069748982787132,0.01805022358894348,0.0636165663599968,29.74598398861849,25.4075954588414
