epoch,autocorr_step_0,autocorr_step_1,autocorr_step_2,autocorr_step_3,free_fid,clamped_fid
1,0.0,0.0015138853341341019,0.005807369016110897,0.05422082915902138,311.545326545957,311.1314685329244
2,0.006284456234425306,0.0,0.0017671138048171997,0.045064132660627365,61.589958013632895,45.51054477318411
3,0.01279754750430584,0.00016985242837108672,0.006192125380039215,0.05798820033669472,55.37237680707952,37.45224839944217
4,0.00693525280803442,0.0011308862594887614,0.03124859556555748,0.05432054027915001,36.68253890447613,29.787266214226065
5,0.028031013906002045,0.0031192253809422255,0.026032932102680206,0.07655667513608932,47.02483481272341,30.661512184503295
6,0.08084774762392044,0.007596021052449942,0.054277453571558,0.08016832172870636,33.62384791067447,29.127425850460043
7,0.048150885850191116,0.018137022852897644,0.07290968298912048,0.08276002109050751,32.98696382169916,27.476287382906634
8,0.07621487230062485,0.017513643950223923,0.08344898372888565,0.05713344365358353,31.486016153980046,24.77624603998251
9,0.09832928329706192,0.03804296627640724,0.06482704728841782,0.06102527305483818,35.3071155441998,24.196170536206125
10,0.14331068098545074,0.01880369707942009,0.040099915117025375,0.06424915045499802,37.00858663690724,25.657578651703574
11,0.1711246520280838,0.022576047107577324,0.06427351385354996,0.078987717628479,33.53304317888515,24.648581299908074
12,0.15990856289863586,0.018164783716201782,0.026641225442290306,0.07782083004713058,31.266496270183325,26.591549834396034
13,0.11500883847475052,0.012248137034475803,0.019541071727871895,0.09019222110509872,34.92620838980935,29.359856166062002
14,0.15018296241760254,0.016815852373838425,0.01771858148276806,0.05889781937003136,29.581751631166014,26.893523928400242
15,0.09028501063585281,0.017752382904291153,0.011188975535333157,0.07557634264230728,31.390172236792324,26.282246044084047
16,0.07940631359815598,0.010866038501262665,0.009225851856172085,0.07535411417484283,32.62816042579297,27.770759363346258
17,0.04540739953517914,0.013660585507750511,0.0191364586353302,0.07693639397621155,32.93993693386659,27.50399503149282
18,0.05586807057261467,0.017477188259363174,0.020296838134527206,0.08597438782453537,31.258394797799838,26.858145633779543
19,0.04682798683643341,0.032820794731378555,0.025088297203183174,0.060687355697155,31.136629731551665,27.55044138633278
20,0.030677063390612602,0.066478431224823,0.022441208362579346,0.052130673080682755,35.959058172953036,30.111632052783875
