epoch,autocorr_step_0,autocorr_step_1,autocorr_step_2,autocorr_step_3,free_fid,clamped_fid
1,0.004841436166316271,0.0005674193380400538,0.010871095582842827,0.03735087439417839,311.545326545957,311.1314685329244
2,0.025810642167925835,0.0011112593347206712,0.008724820800125599,0.03780031204223633,75.31721007285586,49.38443483125047
3,0.022742418572306633,0.0010573051404207945,0.025109009817242622,0.06428518146276474,66.85578345862524,37.799872997134514
4,0.01717405952513218,0.0059062945656478405,0.029110010713338852,0.08170203119516373,39.20045025953846,31.30406279796486
5,0.021285098046064377,0.01623864658176899,0.053532976657152176,0.07923496514558792,36.07879415570477,30.28049765990076
6,0.06827985495328903,0.019889092072844505,0.06688214093446732,0.07401373237371445,47.43331203291419,28.969487906245945
7,0.10583271086215973,0.012973492033779621,0.04653305560350418,0.08673534542322159,32.60443864672703,27.595037661624474
8,0.1457822173833847,0.01724456250667572,0.05059115216135979,0.06976381689310074,30.282895013661346,25.424394922245227
9,0.2373061627149582,0.15142154693603516,0.027703797444701195,0.07128686457872391,27.96359375909759,24.691901331666116
10,0.24446366727352142,0.21088029444217682,0.012828601524233818,0.07015161216259003,26.114197474174915,23.165894711146592
11,0.1604858785867691,0.17815913259983063,0.017672056332230568,0.09876731038093567,28.37499726711374,24.393624100108497
12,0.10545068234205246,0.15795905888080597,0.011580394580960274,0.07726132124662399,31.475178927962816,29.633054901454216
13,0.07953958958387375,0.12441176176071167,0.01107862126082182,0.09075083583593369,34.96055692387333,28.69431047152065
14,0.08245295286178589,0.1412566751241684,0.018876025453209877,0.07181143015623093,33.8882818408637,26.883177126978325
15,0.06235164403915405,0.11065452545881271,0.025872299447655678,0.09196531027555466,37.27183697790991,25.23751740394283
16,0.03161623328924179,0.07740376889705658,0.02021745964884758,0.07394644618034363,30.267241389970707,25.594218242232415
17,0.02206583134829998,0.052030179649591446,0.030370032414793968,0.0776139572262764,35.619761558563795,27.975264076544732
18,0.005563660524785519,0.05067108944058418,0.0178866945207119,0.08928340673446655,29.130402984983164,26.419602501116742
19,0.0066858683712780476,0.048542797565460205,0.007887136191129684,0.06583033502101898,29.94808859829172,27.908730131885278
20,0.01196304615586996,0.04715887829661369,0.012855973094701767,0.056373197585344315,32.64490821590314,27.145845478453282
