epoch,autocorr_step_0,autocorr_step_1,autocorr_step_2,autocorr_step_3,free_fid,clamped_fid
1,0.0,0.003231410402804613,0.011863662861287594,0.0036237023305147886,311.5432436027779,311.13021371853563
2,0.015249522402882576,0.0039156763814389706,0.006221848074346781,0.0966409370303154,199.7255076156197,150.14076785530915
3,0.032492946833372116,0.004256548825651407,0.009783140383660793,0.07127787172794342,57.79797437258526,42.958457638461454
4,0.011264682747423649,0.007583699654787779,0.035769034177064896,0.06775697320699692,33.6585370813747,31.659752429371395
5,0.022013558074831963,0.014163601212203503,0.06391918659210205,0.08298888802528381,38.75590157637282,29.17885301684848
6,0.07569293677806854,0.046331919729709625,0.07681897282600403,0.08955490589141846,34.25290352490953,26.245288151592547
7,0.15494537353515625,0.08440955728292465,0.069571353495121,0.09614507108926773,29.96726234846028,27.667796726450433
8,0.17277228832244873,0.0664234608411789,0.07877133786678314,0.07381058484315872,25.209378044965064,24.65434754311343
9,0.1421588957309723,0.052197668701410294,0.04274936765432358,0.08264900743961334,26.75398353755324,23.82561415278724
10,0.14167124032974243,0.06943856924772263,0.014657353051006794,0.08005990087985992,22.373711094220624,22.221936393509708
11,0.1650093048810959,0.03809769079089165,0.025276128202676773,0.08898267894983292,26.89959502550633,25.019700912196356
12,0.14003203809261322,0.04748961329460144,0.01911894604563713,0.07953018695116043,29.641799734629103,26.79192866309731
13,0.14660602807998657,0.023906970396637917,0.02988329343497753,0.1018647626042366,29.921233891688644,26.961104219870606
14,0.11860588937997818,0.029741358011960983,0.007806981448084116,0.07174370437860489,31.511445526360376,26.67009292757254
15,0.08887401223182678,0.013167519122362137,0.008488153107464314,0.08860363811254501,28.537934315641564,24.152084933753912
16,0.045774467289447784,0.00939201284199953,0.006836193148046732,0.07946520298719406,25.11470239973346,23.951451884029012
17,0.040204618126153946,0.012166082859039307,0.02428201586008072,0.08547848463058472,31.0545877700321,26.614323702443414
18,0.04026845842599869,0.008442963473498821,0.020248346030712128,0.09048806875944138,28.9997053257203,24.43241476529562
19,0.030164824798703194,0.011601749807596207,0.03125344589352608,0.07070518285036087,29.670431561895782,26.742150515914574
20,0.0036944386083632708,0.02188671939074993,0.03636178746819496,0.0658508837223053,31.891365366427266,26.796983546006743
