epoch,autocorr_step_0,autocorr_step_1,autocorr_step_2,autocorr_step_3,free_fid,clamped_fid
1,0.005578740034252405,0.0010277879191562533,0.006312900222837925,0.038918547332286835,311.44375829134435,311.56757733301725
2,0.0,0.0,0.001876357477158308,0.035869766026735306,64.10001358175458,47.84940630586766
3,0.003610615385696292,0.0,0.00779677415266633,0.033494189381599426,57.79117828565859,42.93886808000434
4,0.0,0.0018044802127406001,0.01004730723798275,0.03908635303378105,46.00806206216413,40.388653583763784
5,0.0009326181607320905,0.0034501785412430763,0.0219628494232893,0.033446088433265686,48.858473758138445,39.75817704550627
6,0.015173930674791336,0.00028705474687740207,0.02264522761106491,0.04064003750681877,57.95645343660965,41.013606151432214
7,0.0,0.004298125859349966,0.039520248770713806,0.061271581798791885,39.6689275822485,35.73231509783233
8,0.01595303602516651,0.0036129197105765343,0.03646376356482506,0.036250483244657516,41.93794612597512,36.08862698920717
9,0.02119002304971218,0.010136693716049194,0.04035806655883789,0.04381648823618889,38.92234965621998,34.767617197988955
10,0.01965174823999405,0.019157947972416878,0.03274845331907272,0.04445786774158478,36.154632965639564,33.91255915287971
11,0.013077414594590664,0.01965750940144062,0.03684757277369499,0.04034670442342758,35.05118775283745,31.551663360085797
12,0.005845001433044672,0.042867813259363174,0.026435256004333496,0.0412086583673954,43.64838477234272,33.25753389765754
13,0.03900314122438431,0.04314588010311127,0.02230026014149189,0.03838280960917473,39.04622204023221,33.883437019639274
14,0.01807200163602829,0.07168793678283691,0.020462360233068466,0.044239796698093414,39.28715415240762,34.37528213958265
15,0.030719982460141182,0.06430429965257645,0.026611987501382828,0.04591475427150726,33.7933534613328,33.643662163900956
16,0.018503369763493538,0.04791773110628128,0.015534680336713791,0.03682386130094528,44.730582045331914,34.082206366999316
17,0.02100648172199726,0.055117763578891754,0.019855570048093796,0.04208498075604439,38.25124089416448,33.62838205795353
18,0.016554750502109528,0.04058833047747612,0.015738358721137047,0.04194951429963112,35.84379634254276,33.35742140611822
19,0.02750830166041851,0.02348378673195839,0.016860036179423332,0.034983254969120026,36.68884119730859,35.26197213596555
20,0.012003129348158836,0.03760155290365219,0.019368009641766548,0.03317328542470932,41.008085213899875,36.884106061192654
