epoch,autocorr_step_0,autocorr_step_1,autocorr_step_2,autocorr_step_3,free_fid,clamped_fid
1,0.0,0.001182718202471733,0.012158569879829884,0.08648528903722763,311.5446205334631,311.1312676484826
2,0.016009097918868065,0.002754134824499488,0.035306647419929504,0.0353064127266407,70.7863642455203,63.17467355554746
3,0.020312266424298286,0.009267428889870644,0.04746246337890625,0.07109276950359344,69.7519707863429,47.036727741817174
4,0.017214182764291763,0.04443566873669624,0.10726870596408844,0.06257473677396774,40.577541863666085,39.560683248793396
5,0.03140101209282875,0.18891410529613495,0.088729627430439,0.08130238950252533,39.15811990178341,34.15338698809384
6,0.05775054916739464,0.24544310569763184,0.10662677884101868,0.0626431331038475,39.27757391595176,33.11578248713789
7,0.1457880437374115,0.244192436337471,0.07858355343341827,0.08023729175329208,43.15386799068003,34.27302759002251
8,0.19039790332317352,0.2103203535079956,0.05436813086271286,0.061015184968709946,40.51860086079415,32.00236057173686
9,0.2691636085510254,0.21377065777778625,0.06766371428966522,0.05947671830654144,39.12880454968527,31.451769056790596
10,0.2584809362888336,0.1591639518737793,0.01750659942626953,0.0655936747789383,36.22701696207449,30.82036266874516
11,0.3054863214492798,0.1129324808716774,0.020069079473614693,0.07937827706336975,38.3918663976028,32.946230806919004
12,0.204786479473114,0.10827229171991348,0.013060348108410835,0.07586384564638138,34.66356477296489,33.154651312615044
13,0.15945491194725037,0.0978550910949707,0.009360920637845993,0.08842754364013672,38.12983055655164,34.44946954962353
14,0.15615694224834442,0.09261880815029144,0.023869169875979424,0.06815891712903976,40.07624688258707,35.57099273155697
15,0.15490204095840454,0.11959798634052277,0.014374624006450176,0.08202290534973145,38.78827103606574,34.130937276795805
16,0.12634770572185516,0.08439480513334274,0.03489527106285095,0.06432917714118958,45.74752879536979,34.621930127898764
17,0.09623026847839355,0.07850094884634018,0.028136415407061577,0.07708858698606491,38.234076049339734,33.122645005547895
18,0.14894315600395203,0.048192109912633896,0.026707006618380547,0.08247293531894684,33.76887231566428,33.34771610761774
19,0.09372768551111221,0.05796332657337189,0.038203537464141846,0.07103114575147629,37.78378541279977,34.957607226514
20,0.05245219171047211,0.05267792567610741,0.01575758121907711,0.053952593356370926,38.18246854481265,35.046251257443345
