epoch,autocorr_step_0,autocorr_step_1,autocorr_step_2,autocorr_step_3,free_fid,clamped_fid
1,0.0,0.006033248268067837,0.02274235524237156,0.08618640899658203,311.49823743856854,311.08629255734064
2,0.019184930250048637,0.0017800008645281196,0.012252071872353554,0.0669015571475029,65.75636602055181,60.16431908407668
3,0.0536247082054615,0.02301787957549095,0.07100244611501694,0.06021701544523239,72.2315510527124,48.955141722859906
4,0.051820456981658936,0.12133129686117172,0.14927004277706146,0.057436831295490265,48.39095446055984,41.721454003720595
5,0.23165178298950195,0.2214222103357315,0.16217783093452454,0.07069487124681473,43.74971031998362,42.967393322291116
6,0.4867015779018402,0.281144917011261,0.1326700896024704,0.06822730600833893,45.048754500190284,37.59531950220389
7,0.5782017111778259,0.18911847472190857,0.11675102263689041,0.08359652012586594,42.54230858695436,36.742395275701625
8,0.6002484560012817,0.11478298157453537,0.0932275578379631,0.06593722850084305,44.136520811016084,37.309463828537815
9,0.5337287187576294,0.04674220085144043,0.09923537820577621,0.07469973713159561,45.018753956970954,40.71273824320025
10,0.5040643215179443,0.060103245079517365,0.05730702355504036,0.07818862050771713,45.926008025236115,39.56502280215906
11,0.4713774621486664,0.03881840780377388,0.0521913580596447,0.0731026753783226,40.92606326523827,37.74026604018718
12,0.43673327565193176,0.038182564079761505,0.050303634256124496,0.06635093688964844,61.92995096872008,38.672239604298284
13,0.4168344736099243,0.023530859500169754,0.06851237267255783,0.07901889085769653,56.06151149004526,38.218621272956966
14,0.40706953406333923,0.02790108136832714,0.027131782844662666,0.06672532111406326,60.15841390622677,37.65140508703669
15,0.39641252160072327,0.028138121590018272,0.018778983503580093,0.07834585756063461,47.80695262238436,34.72738935526601
16,0.3733346164226532,0.012973712757229805,0.016812166199088097,0.08047709614038467,54.120597704277145,35.58378956078295
17,0.3536336123943329,0.009669524617493153,0.019263148307800293,0.07594157755374908,39.44626936866689,35.87889395803953
18,0.4453711211681366,0.016483087092638016,0.014442450366914272,0.08177686482667923,43.01182029171636,35.14067654678658
19,0.3784336745738983,0.02853226102888584,0.013358771800994873,0.07072826474905014,36.08326250901342,35.45560537148762
20,0.3975239396095276,0.031243516132235527,0.01923670992255211,0.06083669140934944,43.179062503236935,37.14888538245094
